Trump,Warren
-0.18511904761904763,0
-0.18511904761904763,0
-0.18511904761904763,-0.041666666666666664
0.10059523809523807,-0.041666666666666664
0.10059523809523807,-0.041666666666666664
0.10059523809523807,-0.041666666666666664
0.10059523809523807,-0.041666666666666664
0.10059523809523807,-0.225
0.10059523809523807,-0.825
0.10059523809523807,-0.825
0.10059523809523807,-0.825
-0.34940476190476194,-0.825
-0.34940476190476194,-0.825
-0.4827380952380953,-0.825
-0.4827380952380953,-0.825
-0.6382936507936509,-0.825
-0.9507936507936509,-0.825
-0.9507936507936509,-0.725
-0.9507936507936509,-0.725
-0.9507936507936509,-0.725
-0.9507936507936509,-0.725
-0.9507936507936509,-0.725
-0.3507936507936509,-0.725
-0.3507936507936509,-0.725
-0.5591269841269842,-0.725
-0.5591269841269842,-0.55
-0.6146825396825398,-0.55
-0.6146825396825398,-0.55
-0.6146825396825398,-0.55
-0.6146825396825398,-0.55
-0.6146825396825398,-0.55
-0.11468253968253983,-0.55
-0.11468253968253983,-0.30000000000000004
-0.11468253968253983,0.7
-0.11468253968253983,0.7
-0.18059163059163075,0.7
0.41940836940836923,0.7
0.41940836940836923,0.95
0.41940836940836923,0.95
0.41940836940836923,0.7625
0.41940836940836923,0.7625
0.34163059163059145,0.7625
0.3332972582972581,0.7625
0.3332972582972581,0.7625
0.3332972582972581,0.807142857142857
0.38329725829725814,0.807142857142857
0.38329725829725814,0.807142857142857
0.38329725829725814,0.42380952380952375
0.38329725829725814,0.42380952380952375
0.20829725829725815,0.42380952380952375
-0.04170274170274185,0.42380952380952375
-0.04170274170274185,0.42380952380952375
0.7582972582972582,0.42380952380952375
0.22496392496392492,0.42380952380952375
0.22496392496392492,0.42380952380952375
0.22496392496392492,0.42380952380952375
0.22496392496392492,0.42380952380952375
0.22496392496392492,0.42380952380952375
0.22496392496392492,0.2682539682539682
0.22496392496392492,0.2682539682539682
0.12496392496392492,0.2682539682539682
-0.010750360750360816,0.2682539682539682
-0.010750360750360816,0.2682539682539682
-0.010750360750360816,0.2682539682539682
-0.010750360750360816,0.2682539682539682
-0.010750360750360816,0.2682539682539682
0.2225829725829725,0.2682539682539682
0.2225829725829725,0.2682539682539682
0.2225829725829725,1.0682539682539682
0.2225829725829725,1.0682539682539682
0.2225829725829725,1.0682539682539682
0.2225829725829725,0.7057539682539682
0.2225829725829725,0.7682539682539682
0.2225829725829725,0.7682539682539682
0.2225829725829725,0.7682539682539682
0.2225829725829725,1.0182539682539682
0.1844877344877344,1.0182539682539682
0.1844877344877344,1.0182539682539682
0.1844877344877344,0.7057539682539682
0.1844877344877344,0.7390873015873015
0.1844877344877344,0.7390873015873015
0.1844877344877344,0.7390873015873015
0.1844877344877344,1.4390873015873016
0.1844877344877344,1.4390873015873016
0.1844877344877344,1.4390873015873016
0.1844877344877344,2.2390873015873014
0.1844877344877344,2.2390873015873014
0.1844877344877344,2.2390873015873014
0.1844877344877344,2.2390873015873014
0.1844877344877344,2.2724206349206346
0.5178210678210677,2.2724206349206346
0.5178210678210677,2.2724206349206346
0.5178210678210677,2.2724206349206346
0.5178210678210677,2.6724206349206345
0.5678210678210678,2.6724206349206345
0.9678210678210679,2.6724206349206345
0.9678210678210679,2.6724206349206345
0.9678210678210679,2.4724206349206344
1.0428210678210679,2.4724206349206344
1.4428210678210678,2.4724206349206344
1.9428210678210678,2.4724206349206344
1.9428210678210678,1.9724206349206344
1.9428210678210678,2.3980158730158725
1.9428210678210678,2.3980158730158725
1.9928210678210678,2.3980158730158725
1.9928210678210678,2.3980158730158725
1.9928210678210678,2.1980158730158723
1.6761544011544012,2.1980158730158723
1.6761544011544012,1.8480158730158722
1.6761544011544012,1.8480158730158722
1.6761544011544012,2.0980158730158722
1.6761544011544012,2.0980158730158722
1.6761544011544012,1.883730158730158
1.6761544011544012,0.883730158730158
1.6761544011544012,0.883730158730158
1.6761544011544012,1.1903968253968247
1.9761544011544012,1.1903968253968247
1.9761544011544012,1.1903968253968247
1.9761544011544012,1.1903968253968247
1.9761544011544012,0.8278968253968246
2.4761544011544014,0.8278968253968246
2.4761544011544014,0.8278968253968246
3.4761544011544014,0.8278968253968246
3.4761544011544014,0.8278968253968246
3.4761544011544014,0.5649338624338616
3.4761544011544014,0.5649338624338616
3.4761544011544014,0.21493386243386153
3.4761544011544014,0.7149338624338615
3.4761544011544014,0.7149338624338615
4.276154401154401,0.7149338624338615
4.140440115440115,0.7149338624338615
4.183297258297258,0.7149338624338615
4.183297258297258,1.0149338624338615
4.183297258297258,1.0149338624338615
3.9832972582972577,1.0149338624338615
3.816630591630591,1.0149338624338615
3.4832972582972577,1.0149338624338615
3.4832972582972577,1.0149338624338615
3.316630591630591,1.0149338624338615
3.316630591630591,1.0149338624338615
3.316630591630591,1.0149338624338615
3.316630591630591,1.0149338624338615
3.316630591630591,1.0149338624338615
3.316630591630591,1.0149338624338615
3.316630591630591,1.1490247715247706
3.316630591630591,1.1490247715247706
3.316630591630591,1.1490247715247706
3.316630591630591,1.1490247715247706
3.316630591630591,1.1490247715247706
3.316630591630591,1.1490247715247706
3.716630591630591,1.1490247715247706
3.716630591630591,1.1490247715247706
4.216630591630591,1.1490247715247706
4.080916305916305,1.1490247715247706
4.080916305916305,1.6240247715247706
4.080916305916305,1.2240247715247707
4.080916305916305,1.2240247715247707
4.080916305916305,1.2240247715247707
3.8809163059163048,1.2240247715247707
3.8809163059163048,1.6240247715247706
3.8809163059163048,2.2740247715247706
3.6809163059163046,2.2740247715247706
3.6809163059163046,2.2740247715247706
3.6809163059163046,2.4490247715247704
3.8121663059163047,2.4490247715247704
3.8121663059163047,2.4490247715247704
3.8121663059163047,2.9240247715247705
3.8121663059163047,2.9240247715247705
3.637166305916305,2.9240247715247705
3.637166305916305,2.1240247715247706
3.637166305916305,1.7615247715247706
3.637166305916305,2.1115247715247705
3.637166305916305,2.1115247715247705
3.637166305916305,2.1115247715247705
3.637166305916305,1.7490247715247704
3.637166305916305,1.7490247715247704
3.637166305916305,1.7490247715247704
3.637166305916305,0.7490247715247704
3.637166305916305,0.7490247715247704
3.637166305916305,0.6823581048581038
3.637166305916305,0.6823581048581038
3.637166305916305,0.6823581048581038
4.0921663059163045,0.6823581048581038
4.0921663059163045,0.6823581048581038
4.0921663059163045,0.6823581048581038
4.0921663059163045,0.6823581048581038
4.0921663059163045,0.6823581048581038
3.9671663059163045,0.6823581048581038
3.9671663059163045,0.33235810485810385
3.9671663059163045,0.15735810485810386
3.9671663059163045,0.1906914381914372
4.4671663059163045,0.1906914381914372
4.4671663059163045,0.1906914381914372
4.250499639249638,0.1906914381914372
4.250499639249638,0.7706914381914372
4.250499639249638,0.7706914381914372
3.850499639249638,0.7706914381914372
3.850499639249638,1.0706914381914372
3.6504996392496376,1.0706914381914372
3.850499639249638,1.0706914381914372
3.77272186147186,1.0706914381914372
3.27272186147186,1.0706914381914372
3.3905790043290027,1.0706914381914372
3.3905790043290027,1.0706914381914372
3.1905790043290025,1.0706914381914372
3.1905790043290025,1.0706914381914372
3.1905790043290025,1.2151358826358816
3.1905790043290025,1.2151358826358816
3.1128012265512246,1.2151358826358816
3.1128012265512246,0.9521729196729185
3.1128012265512246,0.9521729196729185
3.1128012265512246,0.9521729196729185
3.249164862914861,0.9521729196729185
3.249164862914861,0.6892099567099554
3.249164862914861,0.6892099567099554
3.249164862914861,0.6892099567099554
3.249164862914861,0.7892099567099554
3.0491648629148607,0.7892099567099554
3.0491648629148607,0.7892099567099554
